Waktu,Sudut_Derajat,Jarak_cm,Koordinat_X,Koordinat_Y
22:53:35.444,0.0,150.0,150.0,0.0
22:53:35.444,45.0,209.1,147.86,147.86
22:53:36.059,99.0,150.9,-23.61,149.04
22:53:36.059,144.0,188.4,-152.42,110.74
22:53:36.059,189.0,153.9,-152.01,-24.08
22:53:36.059,234.0,183.4,-107.8,-148.37
22:53:36.059,279.0,151.9,23.76,-150.03
22:53:36.059,324.0,185.4,149.99,-108.98
22:53:36.059,9.0,148.9,147.07,23.29
22:53:36.059,54.0,182.4,107.21,147.56
22:53:36.680,108.0,156.7,-48.42,149.03
22:53:36.680,153.0,166.3,-148.17,75.5
22:53:36.680,198.0,154.7,-147.13,-47.8
22:53:36.680,243.0,166.3,-75.5,-148.17
22:53:36.680,288.0,160.7,49.66,-152.83
22:53:36.680,333.0,170.3,151.74,-77.31
22:53:36.680,18.0,154.7,147.13,47.8
22:53:36.680,63.0,165.3,75.04,147.28
22:53:37.299,117.0,171.3,-77.77,152.63
22:53:37.299,162.0,160.7,-152.83,49.66
22:53:37.299,207.0,171.3,-152.63,-77.77
22:53:37.299,252.0,159.7,-49.35,-151.88
22:53:37.299,297.0,168.3,76.41,-149.96
22:53:37.299,342.0,157.7,149.98,-48.73
22:53:37.299,27.0,169.3,150.85,76.86
22:53:37.299,72.0,159.7,49.35,151.88
22:53:37.925,126.0,186.4,-109.56,150.8
22:53:37.925,171.0,150.9,-149.04,23.61
22:53:37.925,216.0,188.4,-152.42,-110.74
22:53:37.925,261.0,152.9,-23.92,-151.02
22:53:37.925,306.0,183.4,107.8,-148.37
22:53:37.925,351.0,153.9,152.01,-24.08
22:53:37.925,36.0,185.4,149.99,108.98
22:53:37.925,81.0,149.9,23.45,148.05
22:53:38.542,135.0,211.1,-149.27,149.27
22:53:38.542,180.0,153.0,-153.0,0.0
22:53:38.542,225.0,210.1,-148.56,-148.56
22:53:38.542,270.0,151.0,-0.0,-151.0
22:53:38.542,315.0,210.1,148.56,-148.56
22:53:38.542,0.0,150.0,150.0,0.0
22:53:38.542,45.0,214.1,151.39,151.39
22:53:38.542,90.0,147.0,0.0,147.0
22:53:39.165,144.0,185.4,-149.99,108.98
22:53:39.165,189.0,149.9,-148.05,-23.45
22:53:39.165,234.0,187.4,-110.15,-151.61
22:53:39.165,279.0,152.9,23.92,-151.02
22:53:39.165,324.0,188.4,152.42,-110.74
22:53:39.165,9.0,153.9,152.01,24.08
22:53:39.165,54.0,188.4,110.74,152.42
22:53:39.165,99.0,150.9,-23.61,149.04
22:53:39.786,153.0,166.3,-148.17,75.5
22:53:39.786,198.0,159.7,-151.88,-49.35
22:53:39.786,243.0,171.3,-77.77,-152.63
22:53:39.786,288.0,157.7,48.73,-149.98
22:53:39.786,333.0,165.3,147.28,-75.04
22:53:39.786,18.0,157.7,149.98,48.73
22:53:39.786,63.0,170.3,77.31,151.74
22:53:39.786,108.0,155.7,-48.11,148.08
22:53:40.409,162.0,154.7,-147.13,47.8
22:53:40.409,207.0,168.3,-149.96,-76.41
22:53:40.409,252.0,160.7,-49.66,-152.83
22:53:40.409,297.0,170.3,77.31,-151.74
22:53:40.409,342.0,160.7,152.83,-49.66
22:53:40.409,27.0,166.3,148.17,75.5
22:53:40.409,72.0,154.7,47.8,147.13
22:53:40.409,117.0,170.3,-77.31,151.74
22:53:41.031,171.0,148.9,-147.07,23.29
22:53:41.031,216.0,185.4,-149.99,-108.98
22:53:41.031,261.0,152.9,-23.92,-151.02
22:53:41.031,306.0,183.4,107.8,-148.37
22:53:41.031,351.0,149.9,148.05,-23.45
22:53:41.031,36.0,188.4,152.42,110.74
22:53:41.031,81.0,150.9,23.61,149.04
22:53:41.031,126.0,185.4,-108.98,149.99
22:53:41.653,180.0,147.0,-147.0,0.0
22:53:41.653,225.0,213.1,-150.68,-150.68
22:53:41.653,270.0,147.0,-0.0,-147.0
22:53:41.653,315.0,214.1,151.39,-151.39
22:53:41.653,0.0,149.0,149.0,0.0
22:53:41.653,45.0,213.1,150.68,150.68
22:53:41.653,90.0,152.0,0.0,152.0
22:53:41.653,135.0,210.1,-148.56,148.56
