Waktu,Yaw_IMU,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8
17:15:20.755,-416.8,44.8,0.0,37.3,45.5,19.0,22.2,48.6,50.8
17:15:20.925,-421.5,43.3,58.9,38.0,45.1,19.0,56.5,49.4,51.5
17:15:21.180,-425.7,41.9,0.0,37.1,44.3,19.3,54.6,48.4,52.4
17:15:21.405,-430.0,44.0,56.7,37.1,45.3,19.3,52.5,48.4,56.9
17:15:21.627,-434.0,43.0,124.0,37.1,23.0,19.3,51.7,49.4,49.8
17:15:21.858,-437.9,43.0,40.6,36.9,21.8,19.0,51.0,48.6,49.6
17:15:22.079,-442.1,41.9,39.4,37.3,21.2,18.7,50.3,49.6,48.6
17:15:22.307,-446.4,43.2,38.7,38.7,20.9,19.7,49.6,49.8,48.0
17:15:22.532,-450.1,50.2,38.5,38.5,20.2,20.3,49.4,49.9,49.6
17:15:22.753,-454.4,59.1,38.3,38.7,19.3,21.0,48.8,49.8,43.6
17:15:22.975,-458.7,73.8,37.3,39.4,19.6,21.6,48.6,50.8,45.6
17:15:23.195,-463.3,56.7,38.0,45.7,18.9,21.9,48.6,51.1,43.2
17:15:23.438,-467.9,50.4,37.1,44.9,18.9,54.7,49.4,51.5,42.3
17:15:23.658,-471.3,75.5,37.1,44.5,19.0,54.9,49.4,56.5,43.6
17:15:23.881,-475.4,42.3,37.1,44.7,19.0,52.3,49.4,50.1,44.0
17:15:24.099,-479.2,39.8,37.1,23.0,18.9,50.7,48.6,50.0,41.8
17:15:24.320,-483.6,39.6,38.0,21.8,19.9,50.4,49.0,49.8,42.3
17:15:24.544,-488.2,38.4,37.4,21.2,19.6,49.7,48.8,49.6,44.2
17:15:24.767,-492.7,37.7,39.2,20.5,20.2,49.5,49.0,49.9,59.2
17:15:25.011,-497.0,37.9,39.4,19.9,20.9,48.9,49.6,57.2,0.0
17:15:25.245,-501.8,38.2,40.1,19.2,22.5,48.7,50.3,45.4,72.5
17:15:25.462,-505.4,36.8,44.3,19.3,56.7,49.1,50.7,59.0,62.0
17:15:25.688,-508.9,36.8,44.7,18.3,56.5,48.5,52.2,43.0,58.6
17:15:25.915,-513.3,37.9,45.3,18.6,54.1,48.1,53.4,43.8,84.4
17:15:26.139,-517.4,37.5,44.9,18.6,52.1,48.1,50.3,42.8,51.3
17:15:26.363,-521.4,38.0,45.5,18.3,51.7,48.5,49.6,42.8,40.2
17:15:26.584,-525.7,37.2,25.4,19.3,50.5,49.1,49.0,44.2,41.6
17:15:26.813,-529.7,37.7,20.9,19.3,49.8,48.7,48.4,43.4,40.4
17:15:27.038,-534.4,37.5,20.5,19.9,49.7,48.9,47.4,44.8,38.1
17:15:27.258,-538.3,39.3,19.6,20.5,49.8,49.5,47.2,58.1,37.9
17:15:27.499,-542.4,40.0,20.2,21.2,49.7,50.2,43.4,0.0,38.1
17:15:27.744,-547.1,44.2,19.3,22.8,48.7,50.4,45.4,0.0,37.2
17:15:27.991,-552.9,45.3,19.6,56.3,48.5,51.3,43.0,0.0,36.7
17:15:28.220,-558.1,44.5,18.6,54.8,48.5,52.5,42.1,77.9,36.7
17:15:28.454,-562.1,44.1,18.6,52.2,48.5,56.3,43.8,56.3,36.7
17:15:28.676,-566.5,23.2,18.6,51.0,48.5,49.3,43.8,43.0,37.2
17:15:28.896,-571.3,21.6,19.6,50.4,49.1,49.1,42.1,46.8,38.1
17:15:29.119,-575.2,21.3,19.3,49.7,49.1,48.5,42.5,39.1,37.4
17:15:29.338,-578.9,20.6,20.2,49.8,49.3,47.5,44.0,38.4,37.6
17:15:29.561,-582.7,20.0,19.6,49.7,49.5,48.7,45.0,38.2,39.5
17:15:29.786,-586.7,19.3,21.5,49.1,49.7,47.3,69.0,38.9,39.7
17:15:30.027,-591.4,19.3,22.2,48.5,50.4,44.7,71.0,37.5,40.9
17:15:30.234,-596.4,18.7,57.4,49.3,50.7,44.5,59.2,37.0,44.4
17:15:30.459,-600.2,18.7,56.2,48.3,52.2,42.1,50.2,37.7,44.4
17:15:30.686,-604.4,18.7,54.7,48.3,59.5,42.1,55.1,37.7,44.6
17:15:30.911,-608.6,18.7,52.6,48.3,50.4,43.3,43.0,37.7,45.2
17:15:31.134,-614.0,18.7,52.3,48.3,49.7,42.8,40.9,37.0,21.5
17:15:31.358,-617.5,19.7,50.7,48.9,49.1,44.3,40.7,37.0,20.9
17:15:31.580,-622.2,19.3,50.1,48.5,49.8,43.5,39.1,38.4,20.3
17:15:31.803,-626.5,19.0,50.2,49.1,49.3,44.9,38.8,38.2,19.6
17:15:32.035,-629.5,20.0,50.1,49.7,48.7,50.1,37.9,38.0,19.0
17:15:32.248,-634.3,20.6,49.9,49.8,59.2,43.5,37.7,40.3,19.3
17:15:32.483,-638.1,22.2,48.9,50.2,44.3,58.7,38.4,45.0,19.6
17:15:32.703,-642.1,56.9,49.7,50.4,44.5,57.0,37.4,44.6,18.6
17:15:32.926,-645.7,56.3,48.3,52.4,42.6,70.6,37.0,44.2,18.7
17:15:33.166,-649.5,53.5,48.7,52.7,43.5,57.0,37.0,45.6,18.7
17:15:33.386,-653.4,51.8,48.7,50.0,42.9,43.0,37.0,44.4,18.6
17:15:33.609,-657.4,51.1,48.3,49.8,42.9,41.5,37.0,46.4,19.6
17:15:33.827,-661.8,50.4,48.7,49.7,42.9,40.3,37.9,22.1,19.3
17:15:34.049,-665.9,50.1,48.9,49.1,43.9,39.6,37.2,20.5,19.0
17:15:34.293,-669.2,49.9,49.9,48.1,0.0,38.9,38.6,19.9,19.9
17:15:34.529,-673.7,49.7,50.1,49.7,59.0,39.1,38.4,20.2,20.6
17:15:34.744,-677.1,49.1,49.9,47.9,81.6,37.2,38.6,19.6,21.2
17:15:34.970,-681.4,48.5,50.9,43.1,81.6,38.0,39.8,19.9,21.5
17:15:35.211,-685.7,49.3,51.3,45.5,87.1,37.0,45.0,18.9,56.7
17:15:35.434,-690.4,48.3,51.9,43.7,59.7,37.0,43.8,18.9,54.8
17:15:35.661,-694.9,48.3,56.6,42.6,50.9,37.0,45.2,18.9,52.7
17:15:35.877,-698.7,48.3,51.8,42.6,43.1,36.6,44.4,18.9,51.5
17:15:36.102,-703.3,48.3,50.2,42.6,40.6,37.0,22.8,18.9,50.3
17:15:36.341,-707.0,48.9,50.1,42.6,39.4,37.5,21.2,19.5,50.1
17:15:36.550,-711.4,48.9,49.5,44.1,38.7,37.3,20.9,19.2,49.4
17:15:36.782,-716.1,49.1,50.2,45.9,38.0,38.7,20.3,20.2,49.2
17:15:37.510,-720.5,50.2,61.9,47.3,38.2,38.0,20.3,19.9,49.2
17:15:37.724,-716.7,49.7,49.7,45.5,38.0,38.2,19.9,19.2,49.8
17:15:37.947,-711.6,49.5,49.9,44.1,38.7,38.4,21.6,19.5,50.1
17:15:38.182,-707.3,48.9,50.0,42.6,40.3,37.0,46.0,18.9,50.4
17:15:38.404,-701.0,48.7,49.9,42.2,56.4,36.6,44.4,18.9,52.2
17:15:38.626,-697.7,48.3,56.8,42.6,56.5,36.6,45.2,18.9,54.8
17:15:38.854,-691.0,48.3,53.0,43.7,58.5,37.0,44.6,18.9,56.7
17:15:39.078,-686.1,48.7,51.2,45.1,79.2,37.5,40.7,19.9,21.5
17:15:39.308,-680.5,48.5,50.6,43.1,81.7,37.2,38.6,19.6,21.2
17:15:39.536,-675.0,49.1,50.2,48.3,59.9,38.6,37.9,20.2,19.6
17:15:39.774,-668.6,49.3,49.1,48.5,0.0,38.2,37.7,20.5,19.0
17:15:39.997,-663.5,50.0,48.9,49.1,43.9,38.9,37.9,22.1,19.3
17:15:40.227,-657.8,50.4,48.7,49.3,42.9,41.0,37.0,45.4,18.7
17:15:40.454,-652.5,51.6,48.3,50.3,42.9,49.9,37.0,45.2,18.7
17:15:40.673,-646.8,53.3,48.7,52.8,43.9,67.7,37.0,44.2,18.7
17:15:40.901,-642.4,56.2,48.3,51.0,43.1,58.9,37.4,44.6,19.6
17:15:41.130,-637.0,57.0,49.3,50.2,58.6,72.8,37.2,39.1,19.3
17:15:41.356,-633.5,21.3,48.9,50.3,56.5,43.9,38.6,38.4,19.9
17:15:41.578,-627.5,20.6,50.0,49.3,48.3,44.9,38.8,37.7,20.6
17:15:41.800,-624.1,20.3,49.9,49.5,48.9,43.5,40.0,38.0,21.2
17:15:42.027,-618.8,19.3,50.2,48.9,49.5,43.3,42.1,37.0,45.8
17:15:42.242,-616.2,18.7,51.8,49.7,49.7,42.8,43.4,37.7,45.2
17:15:42.467,-610.9,18.7,52.6,48.3,56.6,44.3,50.3,37.7,45.0
17:15:42.704,-605.5,18.7,55.2,48.3,54.1,42.1,56.6,38.2,44.4
17:15:42.927,-599.2,18.7,56.8,49.3,50.7,44.5,56.9,37.0,40.9
17:15:43.143,-594.1,19.6,21.8,48.5,50.4,43.5,68.5,38.4,39.3
17:15:43.366,-589.2,19.3,21.5,49.1,50.0,48.7,44.6,38.2,38.6
17:15:43.589,-583.2,20.0,19.6,49.3,49.3,47.5,44.0,38.9,37.9
17:15:43.813,-579.3,20.6,20.2,50.0,49.1,48.1,42.5,40.0,38.1
17:15:44.042,-574.7,20.9,19.3,50.7,49.1,48.7,42.5,43.0,37.2
17:15:44.258,-569.5,23.4,18.6,51.5,48.5,50.7,43.4,56.7,36.7
17:15:44.506,-564.1,45.1,18.6,54.1,48.5,53.9,42.1,0.0,36.7
17:15:44.758,-558.8,44.5,18.6,55.8,49.5,51.6,44.4,0.0,37.2
17:15:44.998,-552.5,45.3,19.6,22.8,48.7,49.9,43.4,0.0,38.6
17:15:45.221,-547.6,38.9,20.2,21.2,48.9,50.1,49.0,56.4,38.3
17:15:45.452,-541.9,39.8,19.6,19.6,49.5,48.9,47.0,45.6,39.0
17:15:45.675,-536.6,37.5,21.5,19.9,49.8,48.7,47.6,43.8,40.7
17:15:45.897,-530.9,37.2,22.8,19.3,50.5,49.5,48.2,42.8,42.7
17:15:46.113,-525.3,36.8,46.1,18.3,51.4,48.5,49.8,42.8,51.3
17:15:46.340,-520.6,37.5,45.9,18.6,53.9,48.1,53.4,43.8,67.3
17:15:46.579,-515.2,37.9,45.3,18.3,56.0,48.5,51.7,43.0,58.2
17:15:46.803,-509.6,36.8,43.9,19.2,56.6,49.1,50.5,51.7,69.5
17:15:47.025,-504.0,37.2,44.7,19.2,21.5,49.7,50.2,47.2,67.4
17:15:47.235,-499.1,37.5,39.9,19.9,20.9,49.9,49.4,50.0,46.0
17:15:47.458,-494.4,39.3,38.0,20.5,20.2,50.1,48.8,49.2,45.0
17:15:47.681,-489.1,38.4,37.4,20.9,19.6,49.9,48.6,49.8,42.3
17:15:47.915,-483.7,39.1,38.0,22.5,19.9,50.2,48.7,49.6,44.0
17:15:48.158,-479.3,40.7,37.1,46.1,18.9,51.9,49.4,52.0,44.0
17:15:48.357,-474.2,60.0,37.1,45.5,18.9,54.5,49.4,54.6,43.6
17:15:48.582,-468.8,57.0,37.1,44.9,18.9,23.4,49.0,50.8,42.7
17:15:48.806,-463.3,57.3,38.0,45.3,18.9,22.2,48.7,50.5,56.6
17:15:49.040,-458.1,72.5,37.4,39.4,19.6,20.6,48.8,49.8,56.8
17:15:49.258,-453.0,83.6,38.7,38.2,20.2,20.3,49.5,49.4,49.4
17:15:49.487,-447.7,56.7,39.0,37.6,20.9,19.7,49.6,48.8,49.2
17:15:49.708,-442.3,45.1,40.1,37.8,21.5,18.7,50.0,48.6,49.4
17:15:49.931,-437.9,41.9,79.8,36.9,22.8,19.0,51.2,49.0,49.6
17:15:50.162,-432.4,43.6,50.0,37.6,46.3,19.3,52.0,49.4,59.0
17:15:50.388,-428.5,43.6,67.6,37.6,45.7,19.3,55.0,49.4,51.8
17:15:50.614,-423.3,42.8,70.4,37.6,44.7,19.3,56.5,49.0,51.5
17:15:50.837,-418.7,43.8,83.2,36.9,45.1,19.0,22.2,48.6,50.3
17:15:51.063,-413.7,43.0,83.2,37.3,39.6,18.7,20.6,48.8,49.9
17:15:51.328,-408.5,51.4,0.0,37.6,38.5,19.3,20.0,49.4,50.1
17:15:51.531,-403.2,49.7,44.3,39.8,37.8,20.0,19.6,50.1,49.0
17:15:51.755,-397.5,49.3,43.7,38.9,38.0,21.6,18.7,50.8,49.8
17:15:51.982,-390.0,49.9,43.1,76.7,37.1,21.9,19.0,52.0,48.8
17:15:52.212,-386.2,49.7,42.7,52.4,38.2,44.5,19.3,52.8,49.2
17:15:52.434,-380.2,49.9,42.7,52.4,37.8,44.7,19.3,55.4,49.2
17:15:52.658,-374.8,54.3,44.1,69.2,38.2,44.7,19.0,56.5,48.8
17:15:52.882,-370.4,51.8,43.9,64.3,37.1,39.3,18.7,21.1,49.8
17:15:53.106,-365.5,50.0,50.4,22.1,38.9,38.2,19.6,20.5,49.0
17:15:53.335,-360.7,49.9,56.5,18.3,38.7,38.0,20.3,20.2,49.6
17:15:53.552,-355.4,49.1,50.9,18.9,38.9,37.3,20.9,19.5,50.0
17:15:53.781,-349.8,48.9,50.2,43.7,21.2,37.5,21.2,18.6,50.6
17:15:53.997,-345.1,49.3,50.1,44.1,21.5,37.0,23.4,18.9,51.8
17:15:54.224,-339.4,48.3,62.0,44.5,17.0,36.6,44.4,18.9,52.7
17:15:54.448,-334.4,48.3,54.0,44.5,16.1,36.6,43.8,18.9,55.3
17:15:54.673,-329.0,48.3,67.6,47.1,15.7,37.0,44.6,18.9,56.7
17:15:54.917,-324.0,49.3,50.7,43.1,0.0,38.0,40.9,19.6,20.9
17:15:55.141,-317.7,48.5,49.9,50.2,58.0,37.7,39.3,19.2,20.6
17:15:55.386,-313.5,49.1,49.7,49.6,0.0,38.0,38.6,20.8,19.9
17:15:55.658,-308.3,49.9,48.9,49.7,43.1,39.1,37.2,21.5,19.3
17:15:55.833,-304.0,50.1,49.3,49.1,43.5,40.3,37.4,21.8,19.6
17:15:56.059,-298.8,50.4,48.3,49.7,42.9,42.4,37.0,45.8,18.7
17:15:56.284,-294.6,51.6,48.7,58.2,43.5,69.9,37.0,45.2,18.7
17:15:56.512,-289.6,54.2,48.3,51.4,43.1,67.7,37.0,44.6,18.7
17:15:56.739,-284.5,56.2,48.3,51.4,44.1,70.6,37.4,45.0,19.6
17:15:56.962,-279.2,22.8,49.3,50.2,45.1,61.4,37.2,39.1,19.3
17:15:57.188,-274.3,21.3,49.9,49.5,51.4,56.9,38.6,38.4,19.9
17:15:57.408,-268.8,21.0,49.7,49.3,50.2,44.5,38.8,37.7,20.6
17:15:57.636,-265.0,20.3,49.9,49.1,49.5,43.0,39.5,38.0,21.2
17:15:57.862,-259.9,19.3,50.2,48.5,49.6,42.8,41.6,37.0,21.5
17:15:58.086,-257.0,18.7,50.9,49.3,49.8,42.8,87.5,37.7,45.2
17:15:58.310,-251.5,18.7,52.6,48.3,56.6,44.3,82.0,37.7,45.0
17:15:58.536,-247.3,18.7,54.7,48.3,53.8,43.5,67.6,37.7,44.0
17:15:58.763,-242.2,18.7,56.7,49.3,51.2,44.1,67.0,37.0,44.4
17:15:58.988,-239.6,18.7,57.0,48.5,50.9,43.3,56.9,38.0,40.2
17:15:59.217,-234.5,19.3,21.2,49.5,49.7,51.1,44.2,37.7,39.0
17:15:59.432,-230.0,19.0,20.9,49.7,49.5,49.9,43.2,38.0,38.8
17:15:59.655,-225.1,19.7,20.2,49.8,49.3,49.1,42.5,39.1,37.4
17:15:59.890,-221.0,21.3,19.3,50.2,48.7,49.7,42.1,40.3,37.2
17:16:00.130,-216.0,21.6,19.6,51.4,49.5,49.9,43.8,0.0,36.7
17:16:00.351,-210.9,44.7,18.6,52.7,48.5,55.7,43.4,81.9,36.7
17:16:00.577,-205.4,44.5,18.6,54.5,48.5,51.4,43.0,83.2,36.7
17:16:00.837,-200.2,44.9,19.6,56.3,49.1,51.1,43.2,0.0,37.6
17:16:01.052,-193.8,44.2,19.3,21.8,49.7,49.9,51.4,69.2,37.4
17:16:01.272,-188.4,40.0,20.2,20.2,49.3,50.0,50.2,49.9,39.3
17:16:01.494,-183.2,38.9,19.6,19.6,50.0,48.9,49.8,43.4,39.5
17:16:01.716,-177.6,37.5,21.2,18.9,49.8,48.7,50.0,44.2,41.1
17:16:01.948,-173.7,37.2,22.8,19.3,51.0,49.1,48.8,42.8,40.7
17:16:02.167,-168.3,36.8,46.5,18.3,51.9,48.5,50.0,42.8,83.4
17:16:02.392,-163.5,37.5,44.9,18.6,54.5,48.5,53.8,43.8,82.2
17:16:02.638,-158.2,37.9,45.3,19.6,56.5,49.5,52.6,43.0,0.0
17:16:02.878,-153.2,36.8,43.9,19.3,56.8,48.7,50.5,56.5,56.8
17:16:03.088,-148.2,37.7,44.3,19.3,21.5,49.3,49.8,51.0,68.2
17:16:03.311,-143.2,37.5,39.9,19.9,20.9,49.9,49.4,56.5,49.8
17:16:03.534,-138.8,37.7,39.7,20.5,20.2,49.7,48.8,50.6,44.2
17:16:03.757,-133.3,38.4,37.4,20.9,19.6,49.9,49.6,50.0,42.3
17:16:03.986,-128.8,39.1,38.1,23.6,19.9,50.2,48.6,50.1,43.6
17:16:04.210,-123.9,40.7,37.1,46.1,18.9,51.9,49.4,51.7,44.0
17:16:04.434,-118.7,83.5,37.1,45.5,18.9,54.9,49.4,53.4,43.2
17:16:04.660,-114.2,67.4,37.1,44.5,18.9,55.2,49.0,52.2,43.1
17:16:04.886,-109.4,56.9,37.6,45.3,19.0,22.2,48.7,51.0,43.4
17:16:05.114,-104.6,56.7,37.4,39.9,19.6,20.6,48.8,49.8,51.2
17:16:05.340,-99.7,57.0,38.3,38.7,19.3,20.0,49.4,49.9,50.3
17:16:05.558,-94.9,50.2,38.5,38.0,19.9,19.3,49.6,49.8,50.0
17:16:05.783,-89.3,43.3,38.7,38.2,20.5,19.7,49.8,49.6,49.2
17:16:06.006,-84.6,41.9,39.9,36.9,20.9,19.0,51.0,48.6,49.8
17:16:06.240,-80.9,43.0,41.0,37.6,22.5,19.0,52.2,49.0,50.5
17:16:06.479,-75.5,43.0,0.0,37.1,45.3,19.3,54.8,48.8,52.0
17:16:06.703,-70.0,44.0,57.2,37.1,44.3,19.3,56.0,49.4,52.0
17:16:06.934,-65.2,42.8,126.3,38.0,45.1,19.0,56.7,48.6,50.8
17:16:07.179,-60.3,43.8,0.0,37.3,45.5,18.7,21.6,49.6,50.5
17:16:07.407,-52.6,51.6,70.3,38.2,38.9,19.7,20.0,49.8,49.8
17:16:07.633,-47.6,50.4,49.7,38.0,38.7,20.3,20.3,50.0,49.6
