Waktu,Yaw_IMU,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8
17:11:21.616,-332.1,49.1,49.5,49.5,0.0,38.7,37.9,20.2,20.6
17:11:21.847,-336.4,48.9,49.7,50.7,83.8,37.2,39.3,19.6,21.2
17:11:22.072,-340.4,48.9,49.9,43.1,83.7,38.0,39.5,19.9,21.9
17:11:22.311,-344.1,48.3,50.9,43.9,0.0,37.0,40.7,18.9,56.3
17:11:22.541,-347.5,48.7,51.2,48.3,84.1,37.0,45.0,18.9,56.1
17:11:22.768,-351.4,49.1,51.9,43.1,82.4,37.7,43.8,18.9,54.6
17:11:22.996,-355.0,49.1,65.3,42.2,56.6,37.7,45.2,18.9,51.7
17:11:23.231,-358.3,49.1,65.4,42.2,56.5,37.7,44.4,18.9,51.8
17:11:23.446,-362.1,48.7,56.8,42.2,42.6,37.0,22.8,18.9,50.3
17:11:23.669,-365.3,48.3,49.9,42.2,38.9,37.0,22.2,18.6,50.5
17:11:23.893,-369.1,49.7,49.7,42.6,39.2,37.9,21.6,19.6,49.8
17:11:24.117,-372.7,48.9,50.0,44.1,38.0,37.2,20.0,19.2,49.2
17:11:24.342,-376.1,49.1,49.5,49.7,38.7,38.6,20.3,19.9,49.0
17:11:24.568,-379.9,49.7,56.8,56.6,37.3,38.4,19.6,20.8,49.8
17:11:24.791,-383.0,49.9,50.7,49.5,37.6,38.6,18.7,21.5,48.8
17:11:25.040,-386.2,50.1,43.9,0.0,37.1,39.3,19.0,23.0,48.6
17:11:25.265,-390.8,51.2,49.1,56.8,37.8,45.1,19.0,56.4,48.2
17:11:25.487,-393.8,51.9,43.1,57.5,37.3,44.7,19.3,55.4,48.2
17:11:25.737,-397.7,50.9,42.2,50.7,36.9,44.7,19.3,54.7,48.2
17:11:25.941,-401.2,49.9,43.5,59.0,36.9,45.3,19.3,52.7,48.2
17:11:26.170,-405.0,50.0,43.9,57.6,37.3,24.6,19.0,51.5,48.2
17:11:26.389,-409.1,49.9,43.5,39.6,38.3,22.2,19.0,50.8,48.8
17:11:26.615,-412.9,48.9,43.1,38.9,37.1,21.6,18.7,50.1,48.8
17:11:26.838,-415.9,50.1,63.0,39.2,38.0,20.9,19.7,50.0,49.0
17:11:27.086,-420.0,50.0,0.0,38.5,37.8,20.3,20.3,49.8,49.2
17:11:27.331,-423.4,49.9,0.0,38.7,40.6,19.7,20.0,49.3,49.8
17:11:27.550,-427.5,44.5,57.2,37.8,39.9,18.7,21.9,48.6,49.9
17:11:27.808,-431.6,43.0,0.0,36.9,44.1,19.0,22.2,49.4,51.2
17:11:28.024,-435.6,48.7,81.7,37.6,45.5,19.0,56.5,48.4,51.8
17:11:28.251,-439.8,44.1,58.8,37.1,45.1,19.3,55.8,48.4,52.2
17:11:28.477,-443.2,43.0,83.9,36.6,44.3,19.3,54.8,48.4,51.1
17:11:28.730,-447.1,42.6,78.1,37.1,45.3,19.3,51.9,48.4,50.1
17:11:28.934,-451.0,42.6,126.2,37.1,46.3,19.3,51.2,48.4,50.0
17:11:29.178,-454.4,42.6,40.1,37.6,21.8,19.0,50.5,49.4,49.8
17:11:29.381,-456.7,43.0,39.9,37.3,21.2,19.0,49.8,48.6,49.6
17:11:29.607,-461.1,43.6,39.2,37.8,20.5,19.7,49.6,49.6,50.0
17:11:29.837,-465.0,57.0,38.5,37.6,19.9,19.3,49.5,49.2,49.9
17:11:30.061,-468.2,56.7,39.7,38.5,20.2,20.3,48.9,49.4,50.3
17:11:30.281,-472.0,58.1,37.4,38.7,19.6,21.0,49.1,50.1,44.4
17:11:30.503,-475.4,57.1,38.5,39.4,19.6,21.6,48.7,50.3,43.0
17:11:30.730,-479.4,56.9,37.6,43.5,19.0,22.2,49.5,51.0,47.4
17:11:30.954,-483.0,57.6,37.1,45.7,19.0,56.4,48.5,52.5,43.2
17:11:31.185,-485.8,57.0,36.6,44.9,18.9,54.5,48.5,52.4,44.0
17:11:31.449,-489.6,49.9,36.7,44.5,18.9,52.4,48.5,51.8,42.9
17:11:31.632,-493.8,40.5,36.6,45.1,18.9,51.8,48.4,50.3,43.0
17:11:31.855,-497.4,43.2,37.1,23.1,18.9,50.2,48.4,50.1,43.0
17:11:32.079,-501.5,39.1,37.6,21.5,19.9,50.4,49.0,50.0,41.8
17:11:32.315,-505.7,38.4,38.5,20.9,19.6,49.7,48.7,50.3,43.2
17:11:32.550,-508.8,38.2,37.8,20.2,19.3,49.5,49.3,49.8,50.1
17:11:32.760,-512.6,38.9,39.7,19.6,21.2,48.9,49.8,50.1,56.6
17:11:33.048,-516.2,37.0,39.4,19.9,20.9,49.7,50.0,58.3,50.0
17:11:33.216,-519.5,37.7,39.2,19.3,21.5,48.7,49.8,45.4,0.0
17:11:33.469,-523.8,36.8,44.7,19.3,56.6,48.5,50.9,50.1,56.7
17:11:33.667,-527.1,38.0,44.3,18.3,56.5,48.5,50.7,47.6,60.1
17:11:33.911,-531.2,37.5,44.3,19.6,55.5,48.4,51.4,44.2,69.5
17:11:34.119,-534.5,37.0,45.3,18.6,53.9,48.9,56.0,42.8,59.4
17:11:34.359,-537.6,37.5,44.9,18.6,51.9,48.9,63.5,42.4,58.0
17:11:34.568,-541.7,37.5,45.5,18.3,51.2,48.5,49.8,42.4,41.8
17:11:34.801,-545.5,36.8,22.5,19.3,50.5,48.5,49.7,42.8,58.3
17:11:35.015,-548.5,37.2,22.2,19.2,49.9,49.1,50.0,44.2,38.8
17:11:35.258,-552.4,38.2,21.2,19.9,49.7,48.7,49.8,0.0,37.6
17:11:35.504,-556.9,38.0,20.6,19.6,49.9,49.3,50.2,0.0,38.3
17:11:35.752,-560.7,38.2,19.9,20.2,49.3,49.5,50.5,0.0,37.4
17:11:35.998,-564.9,40.5,19.3,20.9,48.7,49.7,44.2,0.0,37.2
17:11:36.238,-568.9,44.2,19.3,22.8,49.5,50.4,43.2,0.0,37.2
17:11:36.465,-573.5,45.7,19.6,56.6,48.5,50.7,47.6,70.5,36.7
17:11:36.715,-577.0,44.9,18.6,54.8,48.5,52.3,43.4,82.4,37.9
17:11:36.979,-581.0,44.5,18.6,54.1,48.9,53.3,44.2,0.0,37.9
17:11:37.184,-585.1,23.7,18.6,51.6,48.5,50.0,44.2,0.0,36.7
17:11:37.412,-588.7,22.6,18.6,50.8,48.5,49.9,44.2,40.7,37.2
17:11:37.632,-592.6,20.6,19.6,50.2,49.5,49.7,42.1,40.0,38.1
17:11:37.859,-595.6,21.3,19.3,49.5,48.7,50.0,42.5,39.8,37.4
17:11:38.084,-597.8,20.6,20.2,49.7,49.7,49.5,44.4,38.0,38.8
17:11:38.301,-601.5,20.0,19.9,49.5,49.9,50.2,57.0,38.2,38.6
17:11:38.561,-604.6,19.0,20.5,49.5,49.5,56.7,61.3,38.4,38.3
17:11:38.751,-608.1,19.3,21.2,48.5,49.6,43.4,49.8,37.5,40.2
17:11:39.011,-611.6,19.7,23.1,49.7,50.3,45.5,67.0,37.1,41.3
17:11:39.214,-614.4,18.7,56.8,48.3,51.9,43.0,56.7,37.7,44.8
17:11:39.426,-618.4,18.7,56.5,48.3,52.9,42.1,58.2,37.3,44.0
17:11:39.651,-622.3,18.7,54.7,49.1,64.0,43.9,69.3,37.3,45.4
17:11:39.889,-625.7,18.7,54.0,49.1,57.9,42.8,57.9,37.3,44.6
17:11:40.112,-629.2,18.7,51.9,48.7,50.0,42.3,40.2,37.3,45.2
17:11:40.332,-631.9,18.7,51.3,48.3,49.8,42.4,42.1,38.2,21.9
17:11:40.546,-635.3,19.7,50.6,48.7,49.7,44.2,39.3,37.1,20.9
17:11:40.768,-638.7,19.3,49.9,48.9,50.0,43.4,39.1,38.0,20.6
17:11:40.992,-642.1,20.3,49.7,49.5,49.8,44.9,38.4,37.7,19.6
17:11:41.216,-645.8,20.0,49.2,49.1,49.9,43.6,39.5,38.6,19.9
17:11:41.446,-649.1,20.6,49.9,49.7,50.2,44.7,37.2,38.9,19.3
17:11:41.668,-652.8,21.3,49.3,50.4,44.3,49.9,38.4,39.6,19.3
17:11:41.884,-656.0,21.9,48.7,50.5,43.3,57.1,37.5,45.8,19.6
17:11:42.112,-659.4,56.7,48.7,50.9,60.8,68.9,37.0,45.0,18.7
17:11:42.348,-662.6,55.7,49.5,51.0,43.9,50.4,37.0,44.2,18.6
17:11:42.571,-666.8,53.3,48.1,52.6,42.8,50.2,37.0,45.6,18.7
17:11:42.793,-671.1,51.3,48.5,50.2,42.9,41.7,37.0,44.8,18.7
17:11:43.013,-674.7,50.9,49.5,50.0,42.4,44.9,37.0,47.2,19.6
17:11:43.235,-678.6,50.7,48.7,49.9,42.9,40.3,37.0,22.1,19.3
17:11:43.455,-682.4,50.0,48.7,48.9,43.9,39.6,37.9,21.5,19.3
17:11:43.679,-685.7,49.9,49.3,50.0,43.9,39.8,37.7,20.8,19.9
17:11:43.941,-689.7,49.7,49.9,49.1,0.0,38.0,39.1,20.2,19.6
17:11:44.170,-694.1,49.5,50.0,49.9,0.0,37.2,38.8,19.2,20.3
17:11:44.396,-698.9,48.5,50.2,51.2,61.8,38.4,39.1,19.6,22.2
17:11:44.639,-703.1,48.3,50.1,43.5,0.0,37.0,45.0,18.9,22.5
17:11:44.867,-707.2,48.3,51.6,48.7,83.3,37.0,45.0,18.9,56.1
17:11:45.094,-711.2,48.7,53.1,44.9,56.9,36.6,43.8,18.9,54.6
17:11:45.319,-715.6,49.1,51.8,42.2,56.6,37.7,44.2,18.9,52.2
17:11:45.569,-718.7,49.1,56.7,42.2,41.7,37.7,44.4,18.9,51.8
17:11:46.272,-723.3,48.7,50.0,42.2,61.6,36.5,45.8,18.9,51.8
17:11:46.501,-719.9,49.1,65.4,42.2,41.7,37.7,45.2,18.9,52.2
17:11:46.754,-715.9,49.1,256.4,42.2,82.0,37.7,43.8,18.9,54.7
17:11:46.977,-709.2,48.7,53.1,44.5,70.2,37.0,45.0,18.9,56.6
17:11:47.194,-705.0,48.3,51.1,44.7,57.6,37.0,45.4,19.9,21.9
17:11:47.415,-700.8,49.7,50.4,43.1,61.9,37.2,38.6,19.6,21.2
17:11:47.680,-696.7,48.5,49.7,51.6,0.0,38.2,37.9,20.2,19.6
17:11:47.915,-690.6,49.1,49.9,49.1,0.0,38.9,37.2,20.5,19.0
17:11:48.133,-685.5,49.9,49.7,49.7,43.9,39.6,37.4,22.4,19.3
17:11:48.356,-679.7,50.6,48.7,49.9,42.9,41.2,37.0,45.8,18.7
17:11:48.597,-675.1,51.0,48.5,49.7,42.4,41.2,37.0,44.8,18.6
17:11:48.804,-672.2,51.2,48.6,56.6,42.9,50.2,37.0,44.2,18.7
17:11:49.053,-666.9,53.5,48.5,50.7,43.5,56.9,37.0,45.0,18.6
17:11:49.260,-661.7,56.7,48.7,51.2,50.7,56.7,37.5,45.8,19.6
17:11:49.480,-656.8,21.9,48.7,50.0,44.3,49.9,37.2,39.4,19.3
17:11:49.701,-650.1,20.3,48.9,49.7,50.2,43.2,39.1,38.7,19.9
17:11:49.927,-644.4,20.0,49.1,49.1,50.4,44.9,38.8,38.9,20.6
17:11:50.167,-638.8,20.3,49.9,48.9,49.5,43.9,40.0,37.0,20.9
17:11:50.370,-633.8,19.7,50.6,48.7,50.2,42.8,41.6,37.7,22.5
17:11:50.596,-628.6,18.7,51.2,48.7,50.4,42.3,40.7,37.3,45.6
17:11:50.837,-623.3,18.7,52.1,49.1,61.0,42.8,56.7,37.3,45.4
17:11:51.051,-619.5,18.7,54.2,49.1,51.9,42.1,56.8,37.3,44.4
17:11:51.276,-614.1,18.7,56.7,48.3,52.4,43.0,56.7,38.2,45.2
17:11:51.498,-609.5,18.7,57.0,48.7,50.4,44.2,59.2,37.5,39.7
17:11:51.722,-604.7,19.3,21.2,48.9,50.0,50.7,58.6,39.4,38.6
17:11:51.944,-600.7,19.0,20.9,49.1,49.8,49.9,44.0,38.0,38.3
17:11:52.173,-595.6,19.7,19.9,50.2,49.1,50.4,42.5,40.3,37.4
17:11:52.419,-592.2,21.3,19.3,50.0,49.5,49.7,42.1,0.0,37.2
17:11:52.653,-586.1,21.6,19.6,50.4,48.5,50.4,43.2,0.0,36.7
17:11:52.882,-580.6,22.8,18.6,52.1,48.9,56.9,44.2,85.3,37.9
17:11:53.117,-576.1,44.4,18.6,54.3,48.5,51.8,43.4,70.1,36.7
17:11:53.372,-570.7,43.9,18.6,56.6,48.5,50.9,43.6,0.0,37.2
17:11:53.582,-565.1,44.3,19.3,21.8,48.7,49.7,43.8,49.8,38.6
17:11:53.815,-560.4,40.0,20.3,20.2,49.7,49.5,49.7,56.4,38.3
17:11:54.055,-555.1,38.9,19.6,19.6,49.5,49.7,49.8,0.0,38.6
17:11:54.270,-549.7,37.5,21.2,18.9,49.7,49.1,50.0,42.8,39.7
17:11:54.490,-544.3,37.2,21.8,19.3,50.5,48.5,50.2,42.3,41.4
17:11:54.714,-539.5,37.9,46.5,18.3,51.2,48.5,50.4,42.3,40.9
17:11:54.941,-534.8,37.0,44.9,18.6,52.1,48.9,54.6,42.8,50.3
17:11:55.165,-529.9,37.0,45.3,18.6,55.0,48.5,51.7,43.8,57.5
17:11:55.390,-525.2,37.5,44.7,19.6,56.5,48.5,50.5,49.8,57.3
17:11:55.619,-520.0,36.8,44.7,19.3,56.4,49.1,49.8,44.6,57.2
17:11:55.846,-515.1,37.7,38.7,20.2,20.5,49.7,50.0,56.6,58.4
17:11:56.068,-511.0,37.5,38.5,19.6,20.2,49.9,48.9,49.8,57.0
17:11:56.292,-506.3,37.7,37.8,20.2,19.3,50.0,48.7,49.9,42.7
17:11:56.594,-503.2,38.4,38.5,21.8,19.6,50.4,49.5,49.6,44.0
17:11:56.755,-498.3,39.6,37.1,47.1,18.9,51.1,48.4,258.6,43.0
17:11:56.973,-494.3,42.6,36.7,45.1,18.9,51.9,48.4,51.8,43.0
17:11:57.200,-489.2,49.9,36.7,44.5,19.0,54.9,48.5,52.7,43.6
17:11:57.434,-485.8,56.6,36.7,45.3,18.9,56.4,48.5,50.6,47.0
17:11:57.654,-480.8,57.7,37.1,43.1,19.9,21.3,49.1,50.3,42.9
17:11:57.895,-476.6,0.0,37.4,40.1,19.6,20.6,49.6,49.6,60.1
17:11:58.139,-471.6,59.4,37.8,38.3,20.2,20.3,49.8,49.8,49.9
17:11:58.367,-467.0,56.6,38.0,37.6,20.9,19.7,50.0,49.6,49.6
17:11:58.569,-462.8,43.6,39.2,37.3,20.2,18.7,49.8,48.6,49.8
17:11:58.793,-458.1,43.0,40.4,38.0,21.8,19.0,51.0,48.4,50.3
17:11:59.072,-453.5,42.6,0.0,37.1,45.9,19.3,52.2,48.4,50.1
17:11:59.292,-447.8,42.6,0.0,37.1,44.3,19.3,54.3,48.5,56.6
17:11:59.528,-442.6,43.0,82.6,37.1,44.2,19.3,55.5,48.4,51.5
17:11:59.773,-438.7,44.0,57.1,37.1,45.5,19.0,56.2,49.4,51.2
17:11:59.994,-435.1,44.7,0.0,36.9,44.1,19.0,21.6,48.6,50.0
17:12:00.208,-429.3,43.0,50.4,37.8,38.9,19.7,20.9,49.2,49.8
17:12:00.433,-424.7,49.9,57.9,38.0,38.7,20.3,20.3,49.4,50.0
17:12:00.659,-419.1,50.0,68.0,39.9,38.9,20.9,19.7,49.6,49.8
17:12:00.883,-415.1,49.7,43.1,38.0,37.1,21.6,18.7,50.8,48.8
17:12:01.106,-409.8,49.3,43.9,40.6,37.8,21.9,19.0,51.2,48.2
17:12:01.334,-404.9,49.1,44.3,57.2,37.3,44.9,19.3,52.3,48.2
17:12:01.563,-400.0,57.8,42.9,57.9,37.3,44.3,19.3,54.9,48.2
17:12:01.788,-395.5,52.4,43.5,56.8,37.3,43.6,19.0,56.4,48.2
17:12:02.010,-391.3,50.9,16.7,68.5,38.7,39.8,19.0,22.1,49.2
17:12:02.234,-387.0,50.6,42.9,59.2,37.1,38.6,18.7,21.5,48.8
17:12:02.460,-382.0,49.9,47.4,59.2,37.8,38.0,20.6,19.9,49.0
17:12:02.684,-377.9,50.0,50.1,46.3,38.0,37.7,19.9,19.2,49.2
17:12:02.910,-372.9,49.9,49.7,44.9,39.4,38.4,20.6,19.6,49.9
17:12:03.135,-368.1,49.7,49.9,41.7,38.0,37.0,22.2,18.9,50.6
17:12:03.383,-364.6,48.3,50.0,43.5,44.1,37.0,22.5,18.9,51.3
17:12:03.595,-360.9,49.1,257.8,43.5,85.3,37.7,45.2,18.9,52.2
17:12:03.828,-356.7,49.1,53.5,42.2,124.7,37.7,43.8,18.9,54.7
17:12:04.052,-351.9,49.1,66.7,44.8,59.2,37.0,45.0,18.9,56.7
17:12:04.282,-347.0,48.3,51.1,45.5,79.2,37.0,40.9,19.9,21.8
17:12:04.510,-342.4,49.3,49.9,47.3,80.2,37.2,39.3,19.2,20.3
17:12:04.732,-337.8,48.9,50.1,46.9,68.5,38.7,39.1,20.2,19.6
17:12:04.979,-332.9,50.0,49.9,47.5,0.0,36.3,37.2,20.5,19.0
17:12:05.225,-328.6,49.9,49.7,48.5,42.9,38.0,37.4,22.1,19.3
17:12:05.423,-323.0,50.6,48.7,48.3,42.4,36.3,37.0,47.6,18.7
17:12:05.654,-318.8,50.9,49.5,50.2,42.4,36.8,37.7,44.8,18.7
17:12:05.869,-314.8,51.3,48.6,51.2,42.8,42.8,37.7,44.2,18.7
17:12:06.106,-310.2,53.0,48.5,51.6,42.9,67.5,37.0,45.0,18.7
17:12:06.327,-305.6,56.6,49.1,50.9,43.5,57.0,37.5,45.4,19.6
17:12:06.553,-301.3,22.8,48.7,50.5,49.8,60.0,37.9,39.1,19.3
17:12:06.768,-298.2,21.3,49.3,49.8,59.0,44.3,37.2,38.5,19.0
17:12:06.992,-293.1,20.6,49.9,49.7,47.3,44.1,36.3,38.2,19.6
17:12:07.215,-289.0,20.0,49.7,49.5,48.3,43.4,39.3,38.4,20.6
17:12:07.436,-285.0,19.3,49.9,48.9,49.3,43.3,38.4,37.1,20.9
17:12:07.661,-280.9,19.7,50.6,48.7,49.9,42.4,42.5,37.7,45.8
17:12:07.889,-276.9,18.7,51.3,48.3,49.7,41.9,124.0,37.3,45.6
17:12:08.126,-272.6,18.7,52.4,48.7,256.3,42.8,83.1,37.3,45.4
17:12:08.356,-269.1,18.7,55.0,48.7,51.0,44.3,74.8,37.3,44.0
17:12:08.582,-262.9,18.7,56.5,48.3,52.4,42.6,70.5,38.2,44.8
17:12:08.807,-259.0,18.7,56.8,48.7,50.4,46.3,56.8,37.0,41.1
17:12:09.034,-253.6,19.3,21.2,48.5,49.7,43.4,57.2,36.3,39.5
17:12:09.255,-248.9,19.0,20.6,49.5,49.8,49.1,69.4,35.9,37.6
17:12:09.484,-244.3,19.7,19.9,49.7,49.3,47.5,42.5,34.6,37.4
17:12:09.706,-239.6,20.3,19.3,49.5,48.7,48.5,43.8,37.0,37.6
17:12:09.931,-234.9,20.9,19.6,50.7,48.5,48.7,42.8,42.1,36.7
17:12:10.149,-230.1,22.6,18.6,51.4,48.5,50.2,42.8,71.1,36.7
17:12:10.376,-225.2,45.5,18.6,52.2,48.5,52.1,44.2,76.5,37.9
