Waktu,Sudut_Derajat,Jarak_cm,Koordinat_X,Koordinat_Y
22:59:35.121,288.0,199.8,61.74,-190.02
22:59:35.121,333.0,152.2,135.61,-69.1
22:59:35.121,18.0,224.2,213.23,69.28
22:59:35.121,63.0,168.3,76.41,149.96
22:59:35.121,108.0,160.7,-49.66,152.83
22:59:35.121,153.0,272.4,-242.71,123.67
22:59:35.121,198.0,151.4,-143.99,-46.79
22:59:35.742,252.0,201.8,-62.36,-191.92
22:59:35.742,297.0,175.9,79.86,-156.73
22:59:35.742,342.0,153.4,145.89,-47.4
22:59:35.742,27.0,273.4,243.6,124.12
22:59:35.742,72.0,160.7,49.66,152.83
22:59:35.742,117.0,167.3,-75.95,149.07
22:59:35.742,162.0,226.2,-215.13,69.9
22:59:35.742,207.0,153.2,-136.5,-69.55
22:59:36.378,261.0,236.4,-36.98,-233.49
22:59:36.378,306.0,167.2,98.28,-135.27
22:59:36.378,351.0,163.7,161.68,-25.61
22:59:36.378,36.0,253.2,204.84,148.83
22:59:36.378,81.0,154.9,24.23,152.99
22:59:36.378,126.0,183.4,-107.8,148.37
22:59:36.378,171.0,196.0,-193.59,30.66
22:59:36.378,216.0,152.8,-123.62,-89.81
22:59:36.986,270.0,301.0,-0.0,-301.0
22:59:36.986,315.0,152.3,107.69,-107.69
22:59:36.986,0.0,174.2,174.2,0.0
22:59:36.986,45.0,214.1,151.39,151.39
22:59:36.986,90.0,153.0,0.0,153.0
22:59:36.986,135.0,215.1,-152.1,152.1
22:59:36.986,180.0,171.2,-171.2,0.0
22:59:36.986,225.0,154.3,-109.11,-109.11
22:59:37.610,279.0,238.4,37.29,-235.46
22:59:37.610,324.0,147.8,119.57,-86.87
22:59:37.610,9.0,193.0,190.62,30.19
22:59:37.610,54.0,184.4,108.39,149.18
22:59:37.610,99.0,152.9,-23.92,151.02
22:59:37.610,144.0,257.2,-208.08,151.18
22:59:37.610,189.0,163.7,-161.68,-25.61
22:59:37.610,234.0,163.2,-95.93,-132.03
22:59:38.230,288.0,199.8,61.74,-190.02
22:59:38.230,333.0,147.2,131.16,-66.83
22:59:38.230,18.0,224.2,213.23,69.28
22:59:38.230,63.0,170.3,77.31,151.74
22:59:38.230,108.0,158.7,-49.04,150.93
22:59:38.230,153.0,277.4,-247.17,125.94
22:59:38.230,198.0,150.4,-143.04,-46.48
22:59:38.230,243.0,181.9,-82.58,-162.07
22:59:38.851,297.0,176.9,80.31,-157.62
22:59:38.851,342.0,152.4,144.94,-47.09
22:59:38.851,27.0,278.4,248.06,126.39
22:59:38.851,72.0,155.7,48.11,148.08
22:59:38.851,117.0,169.3,-76.86,150.85
22:59:38.851,162.0,221.2,-210.37,68.35
22:59:38.851,207.0,150.2,-133.83,-68.19
22:59:38.851,252.0,203.8,-62.98,-193.83
22:59:39.474,306.0,161.2,94.75,-130.41
22:59:39.474,351.0,163.7,161.68,-25.61
22:59:39.474,36.0,256.2,207.27,150.59
22:59:39.474,81.0,149.9,23.45,148.05
22:59:39.474,126.0,185.4,-108.98,149.99
22:59:39.474,171.0,194.0,-191.61,30.35
22:59:39.474,216.0,148.8,-120.38,-87.46
22:59:39.474,261.0,241.4,-37.76,-238.43
22:59:40.095,315.0,152.3,107.69,-107.69
22:59:40.095,0.0,171.2,171.2,0.0
22:59:40.095,45.0,211.1,149.27,149.27
22:59:40.095,90.0,149.0,0.0,149.0
22:59:40.095,135.0,215.1,-152.1,152.1
22:59:40.095,180.0,171.2,-171.2,0.0
22:59:40.095,225.0,155.3,-109.81,-109.81
22:59:40.095,270.0,300.0,-0.0,-300.0
22:59:40.718,324.0,148.8,120.38,-87.46
22:59:40.718,9.0,196.0,193.59,30.66
22:59:40.718,54.0,183.4,107.8,148.37
22:59:40.718,99.0,149.9,-23.45,148.05
22:59:40.718,144.0,253.2,-204.84,148.83
22:59:40.718,189.0,161.7,-159.71,-25.3
22:59:40.718,234.0,163.2,-95.93,-132.03
22:59:40.718,279.0,238.4,37.29,-235.46
22:59:41.339,333.0,149.2,132.94,-67.74
22:59:41.339,18.0,227.2,216.08,70.21
22:59:41.339,63.0,166.3,75.5,148.17
22:59:41.339,108.0,159.7,-49.35,151.88
22:59:41.339,153.0,273.4,-243.6,124.12
22:59:41.339,198.0,154.4,-146.84,-47.71
22:59:41.339,243.0,178.9,-81.22,-159.4
22:59:41.339,288.0,200.8,62.05,-190.97
22:59:41.997,342.0,151.4,143.99,-46.79
22:59:41.997,27.0,272.4,242.71,123.67
22:59:41.997,72.0,155.7,48.11,148.08
22:59:41.997,117.0,165.3,-75.04,147.28
22:59:41.997,162.0,227.2,-216.08,70.21
22:59:41.997,207.0,152.2,-135.61,-69.1
22:59:41.997,252.0,203.8,-62.98,-193.83
22:59:41.997,297.0,180.9,82.13,-161.18
22:59:42.583,351.0,163.7,161.68,-25.61
22:59:42.583,36.0,257.2,208.08,151.18
22:59:42.583,81.0,151.9,23.76,150.03
22:59:42.583,126.0,188.4,-110.74,152.42
22:59:42.583,171.0,192.0,-189.64,30.04
22:59:42.583,216.0,150.8,-122.0,-88.64
22:59:42.583,261.0,237.4,-37.14,-234.48
22:59:42.583,306.0,167.2,98.28,-135.27
22:59:43.211,10.0,198.8,195.78,34.52
22:59:43.211,55.0,181.1,103.87,148.35
22:59:43.211,100.0,154.3,-26.79,151.96
22:59:43.211,145.0,264.5,-216.67,151.71
22:59:43.211,190.0,156.6,-154.22,-27.19
22:59:43.211,235.0,162.5,-93.21,-133.11
22:59:43.211,280.0,230.4,40.01,-226.9
22:59:43.211,325.0,151.6,124.18,-86.95
22:59:43.826,9.0,196.0,193.59,30.66
22:59:43.826,54.0,183.4,107.8,148.37
22:59:43.826,99.0,151.9,-23.76,150.03
22:59:43.826,144.0,254.2,-205.65,149.42
22:59:43.826,189.0,158.7,-156.75,-24.83
22:59:43.826,234.0,166.2,-97.69,-134.46
22:59:43.826,279.0,239.4,37.45,-236.45
22:59:43.826,324.0,148.8,120.38,-87.46
22:59:44.449,18.0,224.2,213.23,69.28
22:59:44.449,63.0,168.3,76.41,149.96
22:59:44.449,108.0,160.7,-49.66,152.83
22:59:44.449,153.0,275.4,-245.38,125.03
22:59:44.449,198.0,153.4,-145.89,-47.4
22:59:44.449,243.0,180.9,-82.13,-161.18
22:59:44.449,288.0,204.8,63.29,-194.78
22:59:44.449,333.0,152.2,135.61,-69.1
22:59:45.074,27.0,272.4,242.71,123.67
22:59:45.074,72.0,154.7,47.8,147.13
22:59:45.074,117.0,165.3,-75.04,147.28
22:59:45.074,162.0,222.2,-211.32,68.66
22:59:45.074,207.0,149.2,-132.94,-67.74
22:59:45.074,252.0,198.8,-61.43,-189.07
22:59:45.074,297.0,180.9,82.13,-161.18
22:59:45.074,342.0,155.4,147.79,-48.02
22:59:45.699,36.0,252.2,204.03,148.24
22:59:45.699,81.0,153.9,24.08,152.01
22:59:45.699,126.0,183.4,-107.8,148.37
22:59:45.699,171.0,196.0,-193.59,30.66
22:59:45.699,216.0,152.8,-123.62,-89.81
22:59:45.699,261.0,235.4,-36.82,-232.5
22:59:45.699,306.0,161.2,94.75,-130.41
22:59:45.699,351.0,160.7,158.72,-25.14
22:59:46.318,45.0,215.1,152.1,152.1
22:59:46.318,90.0,148.0,0.0,148.0
22:59:46.318,135.0,209.1,-147.86,147.86
22:59:46.318,180.0,174.2,-174.2,0.0
22:59:46.318,225.0,154.3,-109.11,-109.11
22:59:46.318,270.0,299.0,-0.0,-299.0
22:59:46.318,315.0,154.3,109.11,-109.11
22:59:46.318,0.0,171.2,171.2,0.0
22:59:46.936,54.0,188.4,110.74,152.42
22:59:46.936,99.0,151.9,-23.76,150.03
22:59:46.936,144.0,254.2,-205.65,149.42
22:59:46.936,189.0,162.7,-160.7,-25.45
22:59:46.936,234.0,163.2,-95.93,-132.03
22:59:46.936,279.0,238.4,37.29,-235.46
22:59:46.936,324.0,149.8,121.19,-88.05
22:59:46.936,9.0,190.0,187.66,29.72
22:59:47.562,63.0,169.3,76.86,150.85
22:59:47.562,108.0,158.7,-49.04,150.93
22:59:47.562,153.0,274.4,-244.49,124.57
22:59:47.562,198.0,155.4,-147.79,-48.02
22:59:47.562,243.0,178.9,-81.22,-159.4
22:59:47.562,288.0,203.8,62.98,-193.83
22:59:47.562,333.0,150.2,133.83,-68.19
22:59:47.562,18.0,225.2,214.18,69.59
22:59:48.181,72.0,157.7,48.73,149.98
22:59:48.181,117.0,168.3,-76.41,149.96
22:59:48.181,162.0,224.2,-213.23,69.28
22:59:48.181,207.0,147.2,-131.16,-66.83
22:59:48.181,252.0,200.8,-62.05,-190.97
22:59:48.181,297.0,175.9,79.86,-156.73
22:59:48.181,342.0,155.4,147.79,-48.02
22:59:48.181,27.0,278.4,248.06,126.39
22:59:48.803,81.0,150.9,23.61,149.04
22:59:48.803,126.0,183.4,-107.8,148.37
22:59:48.803,171.0,191.0,-188.65,29.88
22:59:48.803,216.0,151.8,-122.81,-89.23
22:59:48.803,261.0,240.4,-37.61,-237.44
22:59:48.803,306.0,162.2,95.34,-131.22
22:59:48.803,351.0,159.7,157.73,-24.98
22:59:48.803,36.0,255.2,206.46,150.0
22:59:49.428,90.0,152.0,0.0,152.0
22:59:49.428,135.0,215.1,-152.1,152.1
22:59:49.428,180.0,175.2,-175.2,0.0
22:59:49.428,225.0,157.3,-111.23,-111.23
22:59:49.428,270.0,298.0,-0.0,-298.0
22:59:49.428,315.0,158.3,111.94,-111.94
22:59:49.428,0.0,170.2,170.2,0.0
22:59:49.428,45.0,213.1,150.68,150.68
22:59:50.046,99.0,154.9,-24.23,152.99
22:59:50.046,144.0,255.2,-206.46,150.0
22:59:50.046,189.0,163.7,-161.68,-25.61
22:59:50.046,234.0,166.2,-97.69,-134.46
22:59:50.046,279.0,235.4,36.82,-232.5
22:59:50.046,324.0,151.8,122.81,-89.23
22:59:50.046,9.0,193.0,190.62,30.19
22:59:50.046,54.0,186.4,109.56,150.8
22:59:50.674,108.0,159.7,-49.35,151.88
22:59:50.674,153.0,272.4,-242.71,123.67
22:59:50.674,198.0,152.4,-144.94,-47.09
22:59:50.674,243.0,179.9,-81.67,-160.29
22:59:50.674,288.0,204.8,63.29,-194.78
22:59:50.674,333.0,148.2,132.05,-67.28
22:59:50.674,18.0,225.2,214.18,69.59
22:59:50.674,63.0,170.3,77.31,151.74
22:59:51.291,117.0,168.3,-76.41,149.96
22:59:51.291,162.0,223.2,-212.28,68.97
22:59:51.291,207.0,149.2,-132.94,-67.74
22:59:51.291,252.0,200.8,-62.05,-190.97
22:59:51.291,297.0,179.9,81.67,-160.29
22:59:51.291,342.0,155.4,147.79,-48.02
22:59:51.291,27.0,273.4,243.6,124.12
22:59:51.291,72.0,156.7,48.42,149.03
22:59:51.913,126.0,186.4,-109.56,150.8
22:59:51.913,171.0,196.0,-193.59,30.66
22:59:51.913,216.0,153.8,-124.43,-90.4
22:59:51.913,261.0,238.4,-37.29,-235.46
22:59:51.913,306.0,161.2,94.75,-130.41
22:59:51.913,351.0,163.7,161.68,-25.61
22:59:51.913,36.0,257.2,208.08,151.18
22:59:51.913,81.0,153.9,24.08,152.01
22:59:52.535,135.0,211.1,-149.27,149.27
22:59:52.535,180.0,170.2,-170.2,0.0
22:59:52.535,225.0,152.3,-107.69,-107.69
22:59:52.535,270.0,301.0,-0.0,-301.0
22:59:52.535,315.0,152.3,107.69,-107.69
22:59:52.535,0.0,176.2,176.2,0.0
22:59:52.535,45.0,211.1,149.27,149.27
22:59:52.535,90.0,151.0,0.0,151.0
22:59:53.156,144.0,256.2,-207.27,150.59
22:59:53.156,189.0,162.7,-160.7,-25.45
22:59:53.156,234.0,161.2,-94.75,-130.41
22:59:53.156,279.0,238.4,37.29,-235.46
22:59:53.156,324.0,149.8,121.19,-88.05
22:59:53.156,9.0,193.0,190.62,30.19
22:59:53.156,54.0,184.4,108.39,149.18
22:59:53.156,99.0,150.9,-23.61,149.04
22:59:53.780,153.0,277.4,-247.17,125.94
22:59:53.780,198.0,150.4,-143.04,-46.48
22:59:53.780,243.0,181.9,-82.58,-162.07
22:59:53.780,288.0,202.8,62.67,-192.87
22:59:53.780,333.0,152.2,135.61,-69.1
22:59:53.780,18.0,224.2,213.23,69.28
22:59:53.780,63.0,165.3,75.04,147.28
22:59:53.780,108.0,154.7,-47.8,147.13
22:59:54.401,162.0,222.2,-211.32,68.66
22:59:54.401,207.0,150.2,-133.83,-68.19
22:59:54.401,252.0,204.8,-63.29,-194.78
22:59:54.401,297.0,181.9,82.58,-162.07
22:59:54.401,342.0,150.4,143.04,-46.48
22:59:54.401,27.0,276.4,246.27,125.48
22:59:54.401,72.0,158.7,49.04,150.93
22:59:54.401,117.0,171.3,-77.77,152.63
22:59:55.024,171.0,193.0,-190.62,30.19
22:59:55.024,216.0,150.8,-122.0,-88.64
22:59:55.024,261.0,236.4,-36.98,-233.49
22:59:55.024,306.0,162.2,95.34,-131.22
22:59:55.024,351.0,161.7,159.71,-25.3
22:59:55.024,36.0,257.2,208.08,151.18
22:59:55.024,81.0,150.9,23.61,149.04
22:59:55.024,126.0,187.4,-110.15,151.61
22:59:55.675,180.0,172.2,-172.2,0.0
22:59:55.675,225.0,156.3,-110.52,-110.52
22:59:55.675,270.0,297.0,-0.0,-297.0
22:59:55.675,315.0,152.3,107.69,-107.69
22:59:55.675,0.0,170.2,170.2,0.0
22:59:55.675,45.0,210.1,148.56,148.56
22:59:55.675,90.0,152.0,0.0,152.0
22:59:55.675,135.0,213.1,-150.68,150.68
22:59:56.311,189.0,157.7,-155.76,-24.67
22:59:56.311,234.0,165.2,-97.1,-133.65
22:59:56.311,279.0,237.4,37.14,-234.48
22:59:56.311,324.0,148.8,120.38,-87.46
22:59:56.311,9.0,192.0,189.64,30.04
22:59:56.311,54.0,183.4,107.8,148.37
22:59:56.311,99.0,148.9,-23.29,147.07
22:59:56.311,144.0,254.2,-205.65,149.42
22:59:56.917,198.0,152.4,-144.94,-47.09
22:59:56.917,243.0,176.9,-80.31,-157.62
22:59:56.917,288.0,198.8,61.43,-189.07
22:59:56.917,333.0,151.2,134.72,-68.64
22:59:56.917,18.0,225.2,214.18,69.59
22:59:56.917,63.0,168.3,76.41,149.96
22:59:56.917,108.0,156.7,-48.42,149.03
22:59:56.917,153.0,276.4,-246.27,125.48
22:59:57.534,207.0,149.2,-132.94,-67.74
22:59:57.534,252.0,201.8,-62.36,-191.92
22:59:57.534,297.0,177.9,80.76,-158.51
22:59:57.534,342.0,155.4,147.79,-48.02
22:59:57.534,27.0,277.4,247.17,125.94
22:59:57.534,72.0,156.7,48.42,149.03
22:59:57.534,117.0,171.3,-77.77,152.63
22:59:57.534,162.0,222.2,-211.32,68.66
22:59:58.134,216.0,150.8,-122.0,-88.64
22:59:58.134,261.0,238.4,-37.29,-235.46
22:59:58.134,306.0,165.2,97.1,-133.65
22:59:58.134,351.0,160.7,158.72,-25.14
22:59:58.134,36.0,252.2,204.03,148.24
22:59:58.134,81.0,152.9,23.92,151.02
22:59:58.134,126.0,182.4,-107.21,147.56
22:59:58.134,171.0,195.0,-192.6,30.5
22:59:58.766,225.0,158.3,-111.94,-111.94
22:59:58.766,270.0,299.0,-0.0,-299.0
22:59:58.766,315.0,153.3,108.4,-108.4
22:59:58.766,0.0,174.2,174.2,0.0
22:59:58.766,45.0,212.1,149.98,149.98
22:59:58.766,90.0,153.0,0.0,153.0
22:59:58.766,135.0,209.1,-147.86,147.86
22:59:58.766,180.0,170.2,-170.2,0.0
22:59:59.383,234.0,166.2,-97.69,-134.46
22:59:59.383,279.0,240.4,37.61,-237.44
22:59:59.383,324.0,148.8,120.38,-87.46
22:59:59.383,9.0,194.0,191.61,30.35
22:59:59.383,54.0,184.4,108.39,149.18
22:59:59.383,99.0,150.9,-23.61,149.04
22:59:59.383,144.0,254.2,-205.65,149.42
22:59:59.383,189.0,160.7,-158.72,-25.14
23:00:00.014,243.0,181.9,-82.58,-162.07
23:00:00.014,288.0,204.8,63.29,-194.78
23:00:00.014,333.0,149.2,132.94,-67.74
23:00:00.014,18.0,223.2,212.28,68.97
23:00:00.014,63.0,170.3,77.31,151.74
23:00:00.014,108.0,156.7,-48.42,149.03
23:00:00.014,153.0,274.4,-244.49,124.57
23:00:00.014,198.0,155.4,-147.79,-48.02
23:00:00.648,252.0,198.8,-61.43,-189.07
23:00:00.648,297.0,180.9,82.13,-161.18
23:00:00.648,342.0,155.4,147.79,-48.02
23:00:00.648,27.0,273.4,243.6,124.12
23:00:00.648,72.0,156.7,48.42,149.03
23:00:00.648,117.0,171.3,-77.77,152.63
23:00:00.648,162.0,225.2,-214.18,69.59
23:00:00.648,207.0,151.2,-134.72,-68.64
23:00:01.284,261.0,237.4,-37.14,-234.48
23:00:01.284,306.0,167.2,98.28,-135.27
23:00:01.284,351.0,157.7,155.76,-24.67
23:00:01.284,36.0,255.2,206.46,150.0
23:00:01.284,81.0,153.9,24.08,152.01
